"Title,Company,Location,Job Type,Date Posted Category,Date Posted,Skills Required,Experience Required,Experience Categeory"
"Data Analyst,Victrix Systems And Labs,Hyderabad,On-Site,Last 7 days,2025-08-11,""HCM,Change Management,Business Analyst,Data Migration,Oracle HCM,Data Analyst,Data Modeling,Data Analytics"",8-10 Yrs,Senior-Level"
"Data Analyst,Pinkerton,Hyderabad,On-Site,2-4 weeks,2025-08-10,""python,data analysis,data analytics,analytical,strong analytical skills,dashboards,data collection,sql"",3-5 Yrs,Mid-Level"
"Hiring - Data Analyst - Banking Domain- MNC,People Staffing solutions,""Hyderabad, Delhi / NCR"",On-Site,2-4 weeks,2025-08-03,""Advance Sql,Data Analysis,Data Interpretation,Data Extraction,Business Insight,SQL,Business Reporting,Insight Generation"",6-11 Yrs,Senior-Level"
"Data Analyst (Pan India),Infosys,""Hybrid - Hyderabad, Chennai, Bengaluru"",Hybrid,Last 7 days,2025-08-13,""Spark,Hive,Hadoop,Big Data,Kafka,Data analysis,Pan,Data"",11-18 Yrs,Executive"
"Data Analyst, WW Returns & Recommerce,Amazon,Hyderabad,On-Site,2-4 weeks,2025-08-10,""Data management,Analytical,Process improvement,MS Outlook,Agile,Data mining,Operations,Monitoring"",0-7 Yrs,Entry-Level"
"Guidewire Data Analyst,Zensar,""Hybrid - Hyderabad, Pune, Bengaluru"",Hybrid,Last 7 days,2025-08-15,""Data Warehousing,guidewire data analyst,GW Data Analyst,guidewire data models,Guidewire,ETL,Data,Data modeling"",7-12 Yrs,Senior-Level"
"Data Analyst,Patra Corp,""Hybrid - Hyderabad, Visakhapatnam, Raipur"",Hybrid,2-4 weeks,2025-08-10,""Tableau,Data Analytics,SQL,Python,SSRS,Edw,SSIS,ETL"",5-10 Yrs,Mid-Level"
"Data Analyst - L3,Wipro,Hyderabad,On-Site,Last 7 days,2025-08-14,""advance sql,data analysis,presentation skills,business analysis,sql,python,data validation,data mining"",3-5 Yrs,Mid-Level"
"Data Analyst,VN2 Solutions,""Hyderabad, Chennai, Bengaluru"",On-Site,Last 7 days,2025-08-14,""Power BI,Data Analyst,Tableau,SQL,Data Visualization,Business Intelligence,BI Tools,Data Interpretation"",3-6 Yrs,Mid-Level"
"Data Analyst,Interview Kickstart,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,Last 7 days,2025-08-11,""Computer science,SQL queries,Analytical,Machine learning,System design,data integrity,Data Analyst,data visualization"",1-2 Yrs,Entry-Level"
"Data Analyst - pan India,Infosys,""Hybrid - Hyderabad, Chennai, Bengaluru"",Hybrid,Last 7 days,2025-08-13,""Spark,Hive,Hadoop,Big Data,Kafka,Data,Pan,Data analysis"",6-11 Yrs,Senior-Level"
"Data Analyst,Syren Cloud Inc,Hyderabad,On-Site,Last 7 days,2025-08-14,""Supply chain,Computer science,MS SQL,Data modeling,Database design,Analytical,OLAP,Application security"",4-7 Yrs,Mid-Level"
"Data Analyst,Etechcube,Hyderabad,On-Site,Last 7 days,2025-08-13,""Computer science,tableau,Excel,Analytical,power bi,Data Analyst,data visualization,Statistics"",1-6 Yrs,Entry-Level"
"T&T - Consultant - Data Analyst,Deloitte Consulting,Hyderabad,On-Site,2-4 weeks,2025-08-10,""Data management,Performance management,Client servicing,Machine learning,Data Analyst,professional services,Research,Business intelligence"",3-6 Yrs,Mid-Level"
"Data Analyst - L3,Wipro,Hyderabad,On-Site,2-4 weeks,2025-08-10,""data analysis,data warehousing,paas,aws,data integration,python,data validation,data mining"",3-5 Yrs,Mid-Level"
"Data Analyst,Pinkerton,Hyderabad,On-Site,2-4 weeks,2025-08-10,""Computer science,Data analysis,Usage,Analytical,Data collection,data integrity,Physical security,Continuous improvement"",3-5 Yrs,Mid-Level"
"FP&A Data Analyst,Microexcel,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-10,""ERP,Process improvement,Billing,Data Analyst,Customer service,Budgeting,Forecasting,Analytics"",10-15 Yrs,Senior-Level"
"Data Analyst,Object Technology Solutions,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-10,""Automation,Coding,Data modeling,Machine learning,Application development,microsoft,Oracle,SQL"",5-10 Yrs,Mid-Level"
"Data Analyst,Circle K,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-10,""Supply chain,Operational excellence,Business reporting,Analytical,Data processing,Stakeholder management,Merchandising,microsoft"",2-7 Yrs,Mid-Level"
"Data Analyst,Diverse Lynx,""Hyderabad, Kolkata, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-10,""Basic,Backend,Excel,Schema,query,power bi,Data Analyst,AWS"",8-15 Yrs,Senior-Level"
"Data Lineage Analyst,Apptad,Hyderabad,On-Site,2-4 weeks,2025-08-10,""python,data analysis,sql,tableau,data governance,data analytics,data management,data mining"",4-7 Yrs,Mid-Level"
"BY MDM Data Analyst,SRSInfoway,""Hyderabad, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-10,""MDM Data Analyst,Blue younder,Master Data Management,Tms,Data management,TM,Data,Master data"",3-7 Yrs,Mid-Level"
"Data Analyst,MKS Vision,""Hyderabad, Coimbatore"",On-Site,2-4 weeks,2025-08-10,""Tableau Desktop,ETL,Power Bi,Tableau Server,Tableau Reporting,Data Visualization,Tableau Prep,SQL"",5-10 Yrs,Mid-Level"
"Data Analyst,Jade Global,""Hyderabad, Pune"",On-Site,2-4 weeks,2025-08-10,""GCP,Snowflake,Python,SQL,Data,Data analysis"",6-8 Yrs,Senior-Level"
"Data Analyst - Implementation,Ventra Health,Hyderabad,On-Site,2-4 weeks,2025-08-10,""c++,csv,business rules,data mapping,workflow analysis,revenue,automation,data science"",1-4 Yrs,Entry-Level"
"Data Analyst,Blackbaud,Hyderabad,On-Site,2-4 weeks,2025-08-10,""python,bid management,data quality,project management,tableau,analytics services,data analysis,customer relationship"",1-4 Yrs,Entry-Level"
"Data Analyst,Virtusa,Hyderabad,On-Site,2-4 weeks,2025-08-03,""rdbms,data mining,bi,database design,data modeling,python,data analysis,data analytics"",8-13 Yrs,Senior-Level"
"Data Analyst - Proactive - GPS,Waferwire Cloud Technologies,Hyderabad,On-Site,2-4 weeks,2025-08-03,""Business process,Data analysis,VLOOKUP,Business analytics,Budgeting,microsoft,Business intelligence,CRM"",2-3 Yrs,Mid-Level"
"Data Analyst,V3 Staffing,Hybrid - Hyderabad,Hybrid,2-4 weeks,2025-08-10,""data analyst,Excel,Power Bi,SQL,Bi,Data,Data analysis"",5-9 Yrs,Mid-Level"
"Data Analyst Hadoop _ Hyderabad / Chennai _ Contract Role,Cygnus,""Hybrid - Hyderabad, Chennai"",Hybrid,2-4 weeks,2025-08-10,""Hadoop,Data Analyst,ETL,SQL,Data Mapping,Informatica Power Center,Mapping,Data"",6-11 Yrs,Senior-Level"
"Data Analyst,Hiring for Top MNC,Hybrid - Hyderabad,Hybrid,2-4 weeks,2025-08-10,""Neo4J,Data Analysis,Graph Databases,Data Warehousing,Python,Business Intelligence,Graph,Cloudera Hadoop"",8-12 Yrs,Senior-Level"
"Data Analyst,Collaborate Solutions,Remote,Remote,2-4 weeks,2025-08-10,""Hive,Bigquery,Risk Analysis,Tableau,SQL,Pivot Table,Excel,Data Manipulation"",6-9 Yrs,Senior-Level"
"Data Analyst,""""""Curious for Tomorrow"""""",Hybrid - Hyderabad,Hybrid,2-4 weeks,2025-08-03,""Investment Banking,Data Analyst,Informatica,ETL,Python,Equity,Derivatives,SQL"",7-12 Yrs,Senior-Level"
"Data Analyst,Cindrebay School Of Fashion & Interior Design,""Hyderabad, Coimbatore, Thodupuzha, Thiruvananthapuram, Kochi, Kolkata, Kannur, Indore, Nagpur, Pune, Lucknow, Kozhikode, Bengaluru"",On-Site,2-4 weeks,2025-07-20,""Secondary Data,Database Design Development,Business Data Analyst,Data Collection Systems,Data Analysis,Data Mining,Information Management,Data Analytics"",1-4 Yrs,Entry-Level"
"Data Analyst,Caliche,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-07-20,""metadata,python,data analysis,data management,data analytics,data validation,configuration,data mining"",3-6 Yrs,Mid-Level"
"Data Analyst 38 Lakhs CTC || Srinivasa Reddy Kandi,Integra Technologies,""Hyderabad, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-03,""Power Bi,SQL,Data Analysis,Data Analytics,Word,Countif,MS Visio,Alteryx"",10-15 Yrs,Senior-Level"
"Data Verification Analyst,Foundation Ai,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-07-20,""metadata,python,data analysis,data management,data analytics,data validation,configuration,data mining"",0-5 Yrs,Entry-Level"
"Data Analyst,HERITAGE FOODS LIMITED,Hyderabad,On-Site,2-4 weeks,2025-08-03,""Procurement,Usage,SAP ERP,Publishing,Senior management,Data Analyst,Management,Budgeting"",0-3 Yrs,Entry-Level"
"Data Analyst,Benchkart Services,""Hybrid - Hyderabad, Indore, Bengaluru"",Hybrid,Last 7 days,2025-08-12,""SME,Snowflake,Data Analysis,Healthcare,Data Modeling,Airflow,data,Github"",5-9 Yrs,Mid-Level"
"Data Analyst,Soul Ai,Remote,Remote,2-4 weeks,2025-07-20,""Data Analysis,hlookup,python,data analytics,sas,dashboard development,data mining,bi"",2-4 Yrs,Mid-Level"
"Data Analyst,HBL ENGINEERING LIMITED,Hyderabad,On-Site,2-4 weeks,2025-08-03,""Python,Pandas,Numpy,Statistical Techniques,Data,Statistics,Data analysis"",0-1 Yrs,Entry-Level"
"Data Analyst,Saven Technologies,Hyderabad,On-Site,2-4 weeks,2025-07-20,""RCA,Root cause analysis,Analytical,Social media,Data analytics,data visualization,Analytics,SQL"",3-5 Yrs,Mid-Level"
"Data Analyst,Goodwin Financial Holdings,Hyderabad,On-Site,2-4 weeks,2025-07-20,""metadata,python,data analysis,data management,data analytics,data validation,configuration,data mining"",2-5 Yrs,Mid-Level"
"Data Analyst,Leading Client,Hyderabad,On-Site,2-4 weeks,2025-07-27,""python,data analysis,sql,tableau,etl,data analytics,data management,data mining"",6-10 Yrs,Senior-Level"
"Data Analyst,Fusion Plus Solutions Inc,Hyderabad,On-Site,2-4 weeks,2025-07-20,""Performance tuning,SQL queries,query optimization,Compliance,Data analytics,Data Analyst,Continuous improvement,SQL Server dba"",8-10 Yrs,Senior-Level"
"Winfrox Hiring Remote Data Analysts,Digital Solution Tech,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-08-03,""Data analysis,tableau,Usage,Excel,data manipulation,Analytical,power bi,Data Analyst"",0-4 Yrs,Entry-Level"
"Data Analyst,Digital Glyde,""Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru"",On-Site,2-4 weeks,2025-07-20,""Data analysis,Excel,Statistical analysis,Analytical,power bi,data integrity,Data Analyst,data visualization"",0-3 Yrs,Entry-Level"
"Data Analyst - Only Immediate Joiners,Reycruit,Hyderabad,On-Site,Last 7 days,2025-08-14,""Java,Python,SQL,Data,Data analysis"",3-6 Yrs,Mid-Level"
"Data Analyst,Recruitrix Technologies LLP,Hyderabad,On-Site,2-4 weeks,2025-07-20,""Graphics,Excel,Data management,Data Analyst,Statistics,Data analysis,Management,Data"",0-2 Yrs,Entry-Level"
"Data Analyst,S&P Global Market Intelligence,""Hyderabad, Gurugram, Bengaluru"",On-Site,2-4 weeks,2025-07-20,""lean methodology,sql,bi tools,secondary research,automation tools,data operations,project management,data analysis"",3-5 Yrs,Mid-Level"
"Data Analyst with Tableau experience Required in MNC _ Permanent,MNC,""Hyderabad, Pune"",On-Site,2-4 weeks,2025-08-10,""Tableau,Databricks,Python,SQL,Data Bricks,Data"",6-8 Yrs,Senior-Level"
"Data Analyst - L3,Wipro,Hybrid - Hyderabad,Hybrid,2-4 weeks,2025-07-27,""data analysis,data mining,business analytics,data engineering,dashboards,python,data validation,data warehousing"",3-5 Yrs,Mid-Level"
